index,player,pos,tm,mp_per_game,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,ast,stl,blk,tov,pf,tspercent,x3par,ftr,orbpercent,drbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ows,dws,obpm,dbpm,i
124,Jack Givens,SF,ATL,15.3,0.385,0.0,0.0,0.0,2.2,5.7,0.386,1.3,1.6,0.828,1.4,1.6,0.7,0.6,0.2,0.7,1.6,0.444,0.004,0.271,9.7,11.0,6.9,2.0,0.9,10.0,19.2,0.6,1.6,-1.9,0.1,1980
126,Glen Gondrezick,SF,DEN,17.3,0.517,0.0,0.1,0.33299999999999996,2.5,4.7,0.521,1.6,2.1,0.76,1.8,2.6,1.4,1.2,0.3,1.0,2.0,0.575,0.021,0.423,10.7,15.9,10.9,3.1,0.8,14.6,15.3,1.9,1.2,1.0,1.2,1980
127,Mike Green,C,KCK,21.9,0.434,0.0,0.1,0.0,3.3,7.5,0.439,1.1,2.0,0.5710000000000001,1.7,3.7,1.3,0.6,1.0,1.7,2.6,0.456,0.013000000000000001,0.264,7.9,18.9,8.1,1.3,2.7,16.9,18.6,-0.4,0.8,-3.9,1.9,1980
128,Dave Greenwood,PF,CHI,34.0,0.474,0.0,0.1,0.14300000000000002,6.1,12.7,0.47600000000000003,4.1,5.1,0.81,2.7,6.7,2.2,0.7,1.6,2.6,3.8,0.541,0.006999999999999999,0.396,9.2,21.6,9.8,1.0,2.6,14.5,21.1,3.5,3.1,-0.3,0.8,1980
129,Kevin Grevey,SF,WSB,28.0,0.41200000000000003,0.5,1.4,0.37,4.6,11.0,0.41700000000000004,3.3,3.8,0.867,1.2,1.6,2.7,0.9,0.2,1.6,2.4,0.499,0.114,0.31,4.4,6.0,13.6,1.4,0.5,10.0,22.0,2.2,1.2,0.7,-1.2,1980
130,Paul Griffin,C,SAS,22.1,0.5529999999999999,0.0,0.0,0.0,2.1,3.8,0.5529999999999999,2.1,2.9,0.725,1.9,3.5,3.0,1.0,0.6,1.6,3.7,0.621,0.0,0.767,9.3,16.5,15.7,2.0,1.5,23.8,11.5,2.9,1.5,1.1,1.7,1980
131,Bob Gross,SF,POR,25.5,0.46799999999999997,0.0,0.2,0.1,3.5,7.5,0.47600000000000003,1.5,1.8,0.833,1.4,2.7,3.7,1.0,0.8,2.7,2.9,0.515,0.021,0.242,5.8,11.6,20.0,1.8,1.7,24.1,17.9,-0.1,1.8,-1.6,1.1,1980
132,Ernie Grunfeld,SF,KCK,17.5,0.44299999999999995,0.0,0.0,0.5,2.3,5.2,0.44299999999999995,1.3,1.6,0.7709999999999999,1.1,1.8,1.4,0.7,0.1,1.0,1.9,0.496,0.005,0.312,6.4,11.5,10.1,1.9,0.4,14.5,16.0,0.6,1.9,-1.9,1.0,1980
133,Roy Hamilton,PG,DET,15.5,0.401,0.0,0.0,0.0,1.6,4.0,0.40399999999999997,1.4,2.1,0.687,0.6,0.9,2.7,0.7,0.1,1.6,1.1,0.47200000000000003,0.006999999999999999,0.523,4.2,5.9,21.0,1.9,0.2,25.1,16.2,-0.7,0.3,-3.6,-2.1,1980
134,James Hardy,PF,UTA,21.1,0.507,0.0,0.0,0.5,2.4,4.8,0.507,0.7,0.9,0.773,1.6,3.6,1.4,0.6,1.1,1.4,2.7,0.536,0.006,0.182,9.4,19.4,8.8,1.4,3.1,21.1,13.4,0.5,1.3,-2.0,1.2,1980
135,Joe Hassett,SG,IND,15.3,0.42200000000000004,0.9,2.7,0.348,2.0,4.2,0.469,0.3,0.4,0.828,0.5,0.8,1.4,0.6,0.1,0.6,1.1,0.501,0.389,0.057,3.1,5.5,12.6,1.9,0.4,7.9,19.4,1.4,0.6,0.7,-3.2,1980
136,Steve Hawes,PF,ATL,22.6,0.502,0.0,0.1,0.375,3.7,7.3,0.504,1.8,2.2,0.8240000000000001,1.8,4.2,1.8,0.9,0.4,1.5,2.5,0.555,0.013000000000000001,0.301,8.5,20.3,11.8,1.9,0.9,15.0,17.8,2.9,3.1,0.6,1.8,1980
137,Elvin Hayes*,PF,WSB,39.3,0.45399999999999996,0.0,0.2,0.231,9.4,20.5,0.456,4.1,5.9,0.6990000000000001,3.3,7.7,1.6,0.8,2.3,2.7,3.8,0.49200000000000005,0.008,0.285,8.4,20.0,6.1,0.9,3.1,10.2,26.1,2.1,4.2,-0.7,0.3,1980
138,Spencer Haywood*,PF,LAL,20.3,0.48700000000000004,0.0,0.1,0.25,3.8,7.7,0.489,2.1,2.7,0.772,1.7,2.8,1.2,0.5,0.8,1.8,2.6,0.54,0.006999999999999999,0.349,10.2,13.9,7.6,1.0,1.9,16.4,21.2,1.4,1.7,-1.3,-1.1,1980
139,Gar Heard,PF,PHO,17.1,0.41700000000000004,0.0,0.0,0.0,2.1,5.0,0.419,0.8,1.0,0.7440000000000001,1.4,3.2,1.2,1.0,0.6,1.1,2.2,0.45299999999999996,0.005,0.21,9.4,20.1,8.8,2.7,1.9,16.4,15.2,-0.3,2.6,-3.0,2.7,1980
141,Tom Henderson,PG,HOU,23.5,0.47700000000000004,0.0,0.0,0.0,2.3,4.9,0.48,0.8,1.2,0.727,0.5,1.2,4.2,0.8,0.1,1.5,1.6,0.51,0.006,0.23800000000000002,2.4,5.6,22.0,1.7,0.1,22.2,11.7,0.9,0.4,-1.7,-1.4,1980
143,Armond Hill,PG,ATL,26.5,0.41100000000000003,0.0,0.1,0.25,2.2,5.4,0.41200000000000003,1.6,1.8,0.8490000000000001,0.4,1.4,5.4,1.4,0.1,2.2,3.3,0.484,0.009000000000000001,0.33899999999999997,1.6,5.5,27.4,2.5,0.2,25.7,13.0,0.1,2.4,-2.3,-0.2,1980
146,Lionel Hollins,SG,TOT,25.7,0.40299999999999997,0.1,0.4,0.15,4.4,10.8,0.413,2.1,3.0,0.721,0.6,1.3,3.4,1.6,0.2,2.7,2.2,0.449,0.038,0.266,2.7,5.1,19.0,3.0,0.5,17.9,23.9,-1.4,1.5,-3.2,-0.8,1980
147,Lionel Hollins,PG,POR,20.7,0.385,0.1,0.5,0.1,4.1,10.2,0.39899999999999997,1.7,2.7,0.642,0.3,0.8,2.5,1.5,0.1,3.0,1.8,0.42100000000000004,0.047,0.249,1.3,4.1,18.3,3.5,0.1,20.2,29.4,-1.2,0.5,-5.6,-2.1,1980
148,Lionel Hollins,SG,PHI,29.5,0.415,0.1,0.4,0.2,4.7,11.2,0.42200000000000004,2.5,3.2,0.77,0.9,1.7,4.1,1.7,0.3,2.5,2.5,0.46799999999999997,0.032,0.278,3.4,5.7,19.4,2.7,0.6,16.2,21.1,-0.1,1.1,-1.9,-0.2,1980
149,Phil Hubbard,PF,DET,18.6,0.466,0.0,0.0,0.0,3.3,7.0,0.46799999999999997,2.6,3.4,0.75,1.8,3.2,1.1,0.8,0.2,1.9,3.2,0.534,0.004,0.488,10.0,18.4,7.9,1.8,0.4,18.0,21.6,0.7,0.9,-1.6,-1.7,1980
150,Kim Hughes,C,DEN,17.3,0.505,0.0,0.0,0.0,1.5,2.9,0.505,0.2,0.6,0.366,1.8,2.9,1.1,0.9,1.1,0.7,2.6,0.498,0.0,0.203,10.5,17.7,7.8,2.5,3.4,18.5,8.8,0.6,1.6,-1.9,3.4,1980
152,Dan Issel*,C,DEN,35.8,0.505,0.0,0.1,0.33299999999999996,8.7,17.1,0.506,6.3,8.1,0.775,2.9,5.9,2.4,1.1,0.7,2.0,2.3,0.5710000000000001,0.008,0.47100000000000003,8.2,17.5,10.7,1.4,1.0,8.7,25.0,9.2,2.3,3.6,-1.1,1980
154,Abdul Jeelani,SF,POR,16.7,0.51,0.0,0.1,0.0,3.7,7.3,0.515,2.1,2.6,0.789,1.5,2.0,1.2,0.5,0.5,1.5,2.0,0.563,0.011000000000000001,0.361,9.6,13.5,11.6,1.5,1.8,15.2,24.6,2.3,1.5,1.0,-0.8,1980
156,Clemon Johnson,C,IND,19.5,0.503,0.0,0.0,0.0,2.5,5.0,0.503,0.9,1.5,0.632,1.8,3.2,1.5,0.6,1.5,1.0,2.7,0.527,0.0,0.295,9.5,17.2,9.5,1.4,4.3,14.8,13.2,1.6,1.9,-1.3,1.9,1980
157,Dennis Johnson*,SG,SEA,36.3,0.42200000000000004,0.1,0.7,0.207,6.9,16.1,0.431,4.7,6.0,0.78,2.1,3.0,4.1,1.8,1.0,2.8,3.3,0.489,0.043,0.358,6.2,8.7,16.1,2.3,1.5,12.6,24.2,3.0,4.4,0.6,1.1,1980
158,Eddie Johnson,SG,ATL,33.2,0.48700000000000004,0.1,0.2,0.385,7.4,15.2,0.488,3.5,4.3,0.828,1.2,1.3,4.7,1.5,0.3,2.4,2.7,0.5379999999999999,0.011000000000000001,0.27899999999999997,3.9,4.3,23.5,2.2,0.5,12.2,24.1,5.4,2.7,2.9,-0.7,1980
159,George Johnson,C,NJN,26.2,0.457,0.0,0.0,0.0,3.1,6.7,0.45799999999999996,1.1,1.6,0.706,2.4,5.1,2.1,0.7,3.2,2.5,3.9,0.489,0.002,0.23199999999999998,9.4,20.1,10.8,1.1,6.7,25.0,14.5,-1.3,3.9,-3.6,4.8,1980
160,George Johnson,C,NJN,26.2,0.457,0.0,0.0,0.0,3.1,6.7,0.45799999999999996,1.1,1.6,0.706,2.4,5.1,2.1,0.7,3.2,2.5,3.9,0.489,0.002,0.23199999999999998,9.4,20.1,10.8,1.1,6.7,25.0,14.5,-1.3,3.9,-3.6,4.8,1980
161,George Johnson,PF,DEN,25.8,0.47600000000000003,0.0,0.1,0.222,4.1,8.5,0.48,2.0,2.5,0.7829999999999999,2.5,5.3,2.1,1.1,0.9,2.0,3.5,0.524,0.013999999999999999,0.29100000000000004,10.0,21.7,11.4,2.0,1.9,16.8,17.8,1.5,2.3,-0.7,1.4,1980
162,George Johnson,PF,DEN,25.8,0.47600000000000003,0.0,0.1,0.222,4.1,8.5,0.48,2.0,2.5,0.7829999999999999,2.5,5.3,2.1,1.1,0.9,2.0,3.5,0.524,0.013999999999999999,0.29100000000000004,10.0,21.7,11.4,2.0,1.9,16.8,17.8,1.5,2.3,-0.7,1.4,1980
163,John Johnson,SF,SEA,31.3,0.488,0.0,0.0,0.0,4.7,9.5,0.488,2.0,2.5,0.8009999999999999,2.0,3.2,5.2,0.9,0.4,3.0,2.6,0.532,0.0,0.26,6.7,11.0,22.4,1.4,0.8,22.3,17.2,1.7,3.2,-0.2,1.1,1980
164,Magic Johnson*,SG,LAL,36.3,0.53,0.1,0.4,0.226,6.4,11.9,0.54,4.9,6.0,0.81,2.2,5.6,7.3,2.4,0.5,4.0,2.8,0.602,0.033,0.48700000000000004,7.1,15.4,25.2,3.1,0.8,20.9,20.9,6.2,4.3,3.3,2.2,1980
165,Marques Johnson,SF,MIL,34.9,0.544,0.0,0.1,0.222,8.9,16.3,0.546,3.8,4.8,0.7909999999999999,2.8,4.5,3.5,1.3,0.9,2.4,2.2,0.585,0.006999999999999999,0.29,9.0,13.7,15.1,1.7,1.4,11.5,23.9,8.0,3.5,4.4,0.7,1980
166,Mickey Johnson,PF,IND,32.3,0.46299999999999997,0.1,0.4,0.156,7.1,15.1,0.47100000000000003,4.7,5.9,0.799,3.1,5.2,4.2,1.9,1.4,3.5,3.5,0.528,0.025,0.379,9.8,17.1,18.7,2.7,2.3,16.2,25.9,3.7,3.5,1.9,1.5,1980
167,Ollie Johnson,SF,CHI,19.4,0.49700000000000005,0.0,0.1,0.091,3.3,6.5,0.506,1.0,1.2,0.882,0.6,1.4,2.0,0.7,0.3,1.2,2.1,0.534,0.021,0.17600000000000002,3.7,8.1,15.6,1.8,0.9,14.5,17.6,1.3,1.0,-1.0,-0.9,1980
169,Bobby Jones,PF,PHI,26.2,0.532,0.0,0.0,0.0,4.9,9.2,0.534,3.2,4.1,0.7809999999999999,1.9,3.7,1.8,1.3,1.5,1.8,2.8,0.59,0.004,0.44,8.0,14.1,9.8,2.2,3.0,14.1,19.5,4.3,3.8,1.1,2.0,1980
170,Caldwell Jones,C,PHI,34.6,0.436,0.0,0.0,0.0,2.9,6.6,0.43799999999999994,1.6,2.2,0.6970000000000001,2.7,9.1,2.1,0.5,2.0,2.7,3.7,0.48200000000000004,0.004,0.335,8.9,26.5,7.4,0.7,3.2,26.3,11.9,-1.5,5.4,-3.7,3.5,1980
171,Dwight Jones,PF,TOT,19.6,0.508,0.0,0.0,0.0,3.5,6.8,0.508,2.0,2.7,0.726,1.5,3.4,1.4,0.4,0.6,1.6,2.8,0.555,0.0,0.397,8.9,19.4,10.4,0.9,1.6,17.0,20.0,1.4,1.3,-1.0,-0.5,1980
173,Dwight Jones,PF,CHI,22.1,0.535,0.0,0.0,0.0,3.9,7.3,0.535,2.2,3.1,0.721,1.6,4.0,1.7,0.5,0.7,1.9,3.0,0.58,0.0,0.426,8.2,20.0,11.5,1.0,1.8,18.2,19.6,1.3,1.1,-0.7,0.1,1980
174,Major Jones,PF,HOU,18.8,0.48,0.0,0.0,0.33299999999999996,2.3,4.7,0.48100000000000004,0.7,1.3,0.565,1.8,2.9,0.8,0.6,0.8,1.4,2.3,0.498,0.008,0.276,10.2,17.2,5.6,1.5,2.4,20.3,14.1,-0.1,1.4,-2.4,1.0,1980
175,Eddie Jordan,PG,NJN,32.4,0.43,0.1,0.6,0.25,5.2,11.8,0.439,2.5,3.1,0.779,0.8,2.5,6.8,2.7,0.3,3.1,2.9,0.48100000000000004,0.047,0.254,2.4,8.1,29.6,3.8,0.6,18.6,20.2,0.1,4.0,-0.6,1.0,1980
177,Rich Kelley,C,TOT,23.0,0.473,0.0,0.0,0.0,2.9,6.0,0.47600000000000003,3.1,3.9,0.787,2.5,3.9,2.2,1.0,1.2,2.5,3.4,0.5660000000000001,0.006,0.64,11.5,17.9,12.8,1.9,2.9,24.2,17.3,1.3,3.0,-0.9,2.7,1980
178,Rich Kelley,C,NJN,25.7,0.466,0.0,0.1,0.0,3.3,6.9,0.47,3.5,4.4,0.7879999999999999,2.7,4.2,2.2,0.9,1.4,2.7,3.8,0.5589999999999999,0.008,0.627,11.0,17.0,11.7,1.5,3.0,23.0,17.4,1.0,2.2,-1.1,2.3,1980
179,Rich Kelley,C,PHO,16.2,0.506,0.0,0.0,0.0,1.9,3.7,0.506,2.0,2.6,0.7829999999999999,1.9,3.2,2.2,1.2,0.7,2.0,2.5,0.597,0.0,0.706,13.2,21.3,17.0,3.4,2.5,29.2,16.8,0.3,0.8,-0.2,4.4,1980
180,Greg Kelser,SF,DET,24.7,0.47200000000000003,0.1,0.3,0.2,5.5,11.6,0.479,2.9,4.1,0.7190000000000001,2.5,3.0,2.2,1.2,0.7,2.8,3.5,0.52,0.025,0.342,10.5,13.1,12.6,2.2,1.4,17.0,25.7,0.6,0.9,0.1,-0.9,1980
181,Larry Kenon,PF,SAS,35.9,0.485,0.0,0.1,0.111,8.3,17.0,0.488,3.5,4.4,0.7829999999999999,3.3,6.6,3.0,1.4,0.2,3.0,2.5,0.527,0.006999999999999999,0.259,10.1,19.4,11.1,1.7,0.3,13.5,23.2,3.4,2.0,1.1,-0.5,1980
184,Bernard King*,SF,UTA,22.1,0.518,0.0,0.0,0.0,3.7,7.2,0.518,1.8,3.3,0.54,1.3,3.4,2.7,0.4,0.2,2.6,3.5,0.534,0.0,0.46,7.0,17.2,18.1,0.8,0.5,23.3,22.0,-0.2,0.1,-2.3,-1.7,1980
185,Reggie King,PF,KCK,25.0,0.515,0.0,0.0,0.0,3.1,6.1,0.516,1.9,2.7,0.726,2.2,4.7,1.3,0.8,0.4,1.2,2.8,0.565,0.002,0.439,9.3,20.7,6.6,1.6,0.9,14.4,13.5,2.8,3.4,-0.6,2.0,1980
186,Billy Knight,SF,IND,25.5,0.5329999999999999,0.1,0.2,0.267,5.1,9.4,0.539,2.8,3.5,0.809,1.8,3.0,2.1,1.1,0.1,1.8,1.3,0.589,0.021,0.363,7.2,12.6,11.4,2.0,0.3,13.6,19.7,4.2,1.5,1.6,-1.0,1980
187,Toby Knight,SF,NYK,36.4,0.529,0.0,0.0,0.0,8.3,15.6,0.53,2.6,3.2,0.8079999999999999,2.5,3.6,1.9,1.4,1.1,2.0,3.7,0.561,0.002,0.20600000000000002,7.4,10.9,6.9,1.8,1.6,10.6,20.1,5.5,1.9,1.5,-0.5,1980
191,Kevin Kunnert,C,POR,16.8,0.439,0.0,0.0,0.0,2.8,6.3,0.439,1.4,2.4,0.605,2.1,4.2,1.6,0.4,1.2,2.3,3.3,0.474,0.0,0.377,13.3,27.7,13.8,1.1,4.2,23.6,23.6,-0.3,0.5,-3.8,2.0,1980
193,Sam Lacey,C,KCK,29.8,0.44799999999999995,0.0,0.0,0.0,3.7,8.3,0.44799999999999995,1.7,2.3,0.741,2.1,5.8,5.7,1.4,1.3,2.6,3.8,0.49,0.001,0.273,7.4,21.8,24.5,2.1,2.6,21.8,16.1,0.8,4.8,-0.8,4.7,1980
195,John Lambert,PF,CLE,17.9,0.413,0.0,0.0,0.0,2.2,5.4,0.41600000000000004,1.0,1.4,0.723,1.9,2.9,0.8,0.6,0.6,0.9,2.7,0.45299999999999996,0.008,0.253,10.5,17.8,5.1,1.6,1.7,12.6,14.7,0.4,1.5,-2.3,0.8,1980
196,Mark Landsberger,C,TOT,19.6,0.516,0.0,0.0,0.0,3.2,6.3,0.516,1.5,2.9,0.523,2.9,5.0,0.6,0.4,0.3,1.3,1.8,0.529,0.0,0.46,17.4,27.6,4.3,1.0,0.8,14.7,18.3,1.6,1.8,-1.2,-1.9,1980
197,Mark Landsberger,C,CHI,21.0,0.529,0.0,0.0,0.0,3.4,6.4,0.529,1.6,3.1,0.524,2.9,5.4,0.6,0.4,0.3,1.4,2.1,0.541,0.0,0.48,15.9,28.3,4.1,1.0,0.8,15.2,17.7,1.1,1.3,-1.4,-1.7,1980
198,Mark Landsberger,C,LAL,16.3,0.48200000000000004,0.0,0.0,0.0,2.9,6.0,0.48200000000000004,1.3,2.4,0.518,3.0,4.1,0.6,0.4,0.2,1.1,1.2,0.498,0.0,0.409,22.0,25.2,4.7,1.2,0.7,13.4,20.0,0.4,0.5,-0.5,-2.5,1980
199,Bob Lanier*,C,TOT,33.8,0.537,0.0,0.1,0.16699999999999998,7.4,13.7,0.54,4.4,5.6,0.782,2.4,6.3,2.9,1.2,1.4,2.6,3.2,0.5920000000000001,0.006999999999999999,0.408,7.6,19.9,12.3,1.6,2.2,13.7,21.6,5.0,2.4,2.1,0.8,1980
200,Bob Lanier*,C,DET,37.6,0.546,0.0,0.1,0.0,8.6,15.6,0.551,4.4,5.7,0.7809999999999999,2.9,7.2,3.3,1.0,1.6,3.1,3.5,0.593,0.009000000000000001,0.36,8.1,20.2,12.7,1.2,2.3,14.3,21.8,3.1,1.1,2.3,0.3,1980
201,Bob Lanier*,C,MIL,28.4,0.519,0.0,0.0,1.0,5.6,10.8,0.518,4.3,5.5,0.785,1.7,5.2,2.4,1.4,1.1,1.9,2.7,0.589,0.004,0.509,6.7,19.3,11.5,2.3,2.2,12.4,21.2,1.9,1.3,1.7,1.8,1980
202,Allen Leavell,PG,HOU,27.6,0.503,0.0,0.2,0.158,4.2,8.3,0.513,2.3,2.9,0.8140000000000001,0.7,1.6,5.4,1.6,0.4,2.7,2.6,0.56,0.028999999999999998,0.337,2.9,6.8,26.3,2.8,0.7,21.4,17.8,2.6,1.4,0.6,-0.5,1980
206,Ron Lee,PG,TOT,19.1,0.37,0.4,1.0,0.373,1.5,4.0,0.37,0.7,1.1,0.629,0.7,1.4,4.0,1.6,0.3,1.7,2.8,0.435,0.193,0.23,3.6,7.6,26.0,3.8,0.8,23.1,14.7,-0.5,1.3,-1.9,0.7,1980
208,Ron Lee,PG,DET,25.9,0.39299999999999996,0.7,1.8,0.39299999999999996,2.0,5.1,0.392,1.1,1.7,0.66,0.9,2.0,5.6,2.7,0.4,2.2,3.5,0.474,0.262,0.248,3.8,8.0,26.5,4.7,0.8,22.3,14.6,0.2,0.9,-0.2,1.1,1980
209,John Long,SG,DET,34.3,0.505,0.0,0.2,0.083,8.5,16.7,0.51,2.3,2.8,0.825,2.2,2.7,3.0,1.9,0.4,3.0,3.2,0.535,0.01,0.16699999999999998,6.7,8.3,13.0,2.4,0.6,14.2,23.7,2.4,1.2,1.3,-1.0,1980
210,John Lucas,PG,GSW,34.5,0.467,0.2,0.5,0.28600000000000003,4.7,9.9,0.47700000000000004,2.8,3.6,0.768,0.8,2.0,7.5,1.7,0.0,2.3,2.5,0.528,0.051,0.348,2.4,6.6,29.2,2.4,0.1,16.1,17.0,4.0,1.9,0.9,-0.9,1980
211,Maurice Lucas,PF,TOT,29.9,0.456,0.0,0.1,0.222,5.9,12.8,0.45899999999999996,2.8,3.8,0.7490000000000001,2.3,6.3,3.3,0.7,1.0,3.5,3.5,0.503,0.011000000000000001,0.294,8.1,22.7,16.5,1.1,1.9,19.2,24.3,-0.3,2.7,-1.7,1.0,1980
212,Maurice Lucas,PF,POR,28.7,0.44,0.0,0.1,0.4,5.9,13.3,0.441,2.4,3.3,0.73,2.1,5.9,3.0,0.6,0.9,3.6,3.4,0.48,0.009000000000000001,0.248,7.8,22.8,16.2,1.0,1.7,19.5,26.5,-1.0,1.6,-2.6,0.5,1980
213,Maurice Lucas,PF,NJN,32.2,0.49,0.0,0.2,0.0,5.8,11.7,0.498,3.6,4.6,0.775,2.6,7.0,3.8,0.9,1.2,3.2,3.7,0.5479999999999999,0.015,0.391,8.5,22.6,16.9,1.2,2.1,18.6,20.5,0.6,1.1,-0.3,1.8,1980
216,Ollie Mack,SG,CHI,22.9,0.517,0.0,0.2,0.0,3.3,6.3,0.531,1.3,1.4,0.879,1.1,1.0,1.4,0.9,0.1,1.1,1.5,0.56,0.027000000000000003,0.221,5.5,5.0,9.0,1.8,0.3,13.7,14.7,0.6,0.3,-0.5,-1.0,1980
217,Moses Malone*,C,HOU,38.3,0.502,0.0,0.1,0.0,9.5,18.8,0.504,6.9,9.5,0.7190000000000001,7.0,7.5,1.8,1.0,1.3,3.7,2.6,0.56,0.004,0.505,19.6,22.3,7.1,1.2,1.9,13.7,27.6,8.9,3.0,3.9,-1.1,1980
221,Steve Malovic,PF,DET,16.2,0.32,0.0,0.0,0.0,0.8,2.5,0.32,1.0,1.4,0.7140000000000001,0.9,1.9,1.4,0.2,0.5,0.9,1.6,0.41700000000000004,0.0,0.56,5.8,12.4,9.9,0.6,1.6,22.4,9.5,-0.1,0.0,-4.6,-0.3,1980
222,Pete Maravich*,SG,TOT,22.4,0.449,0.2,0.3,0.667,5.4,12.3,0.44299999999999995,2.1,2.4,0.867,0.4,1.4,1.9,0.6,0.1,1.9,1.8,0.5,0.027999999999999997,0.193,2.1,7.0,13.8,1.2,0.4,12.2,28.9,0.1,0.4,-2.0,-3.8,1980
223,Pete Maravich*,SG,UTA,30.7,0.41200000000000003,0.4,0.6,0.636,6.7,16.6,0.40299999999999997,2.4,2.9,0.82,0.4,1.9,3.2,0.9,0.2,2.6,1.8,0.45899999999999996,0.037000000000000005,0.17,1.6,7.1,16.6,1.4,0.4,12.5,29.7,-0.5,0.0,-3.0,-4.2,1980
224,Pete Maravich*,SG,BOS,17.0,0.494,0.1,0.2,0.75,4.6,9.4,0.49,1.9,2.1,0.909,0.4,1.1,1.1,0.3,0.1,1.4,1.9,0.547,0.016,0.221,2.6,6.9,10.4,1.0,0.3,11.9,27.9,0.6,0.4,-0.9,-3.3,1980
225,Cedric Maxwell,SF,BOS,34.3,0.609,0.0,0.0,0.0,5.7,9.4,0.609,5.5,6.9,0.787,3.6,5.3,2.5,1.0,0.8,2.9,3.3,0.679,0.0,0.7390000000000001,11.7,16.8,9.8,1.3,1.3,18.8,17.7,8.3,3.9,3.7,1.7,1980
226,Scott May,SF,CHI,24.0,0.45,0.0,0.1,0.0,4.9,10.8,0.45299999999999996,2.7,3.2,0.8370000000000001,1.4,2.6,1.9,0.8,0.1,1.4,2.3,0.507,0.006999999999999999,0.293,6.9,11.8,12.5,1.6,0.2,10.4,23.2,1.5,0.9,-0.2,-1.7,1980
227,Bob McAdoo*,PF,DET,36.2,0.48,0.1,0.4,0.125,8.4,17.3,0.489,4.1,5.6,0.73,1.7,6.3,3.4,1.3,1.1,4.1,3.1,0.524,0.023,0.314,5.0,18.5,13.9,1.6,1.6,16.9,25.8,0.5,1.6,-0.7,-0.3,1980
228,Jim McElroy,PG,TOT,22.8,0.433,0.1,0.3,0.23800000000000002,3.3,7.6,0.441,2.0,2.6,0.767,0.5,1.0,3.4,0.7,0.3,2.0,1.8,0.49200000000000005,0.04,0.326,2.2,4.7,20.0,1.4,0.7,17.9,18.8,0.2,0.6,-2.3,-2.5,1980
229,Jim McElroy,PG,DET,28.1,0.455,0.1,0.4,0.214,4.4,9.5,0.465,2.6,3.3,0.7979999999999999,0.3,1.1,4.5,0.7,0.4,2.4,2.2,0.517,0.039,0.33399999999999996,1.2,4.0,21.0,1.1,0.7,17.7,18.9,0.5,0.0,-1.9,-3.5,1980
230,Jim McElroy,PG,ATL,16.6,0.386,0.1,0.2,0.28600000000000003,2.1,5.3,0.39,1.2,1.7,0.698,0.6,0.9,2.1,0.7,0.2,1.4,1.5,0.44,0.040999999999999995,0.31,4.1,6.1,18.1,2.0,0.6,18.1,18.8,-0.3,0.5,-3.0,-0.3,1980
231,George McGinnis*,PF,TOT,30.2,0.451,0.0,0.2,0.133,5.5,11.9,0.457,3.7,6.7,0.5529999999999999,3.0,6.5,4.6,1.4,0.3,3.8,4.2,0.48700000000000004,0.017,0.551,10.2,23.0,21.4,2.1,0.6,20.3,24.4,-0.8,2.6,-0.6,1.0,1980
232,George McGinnis*,PF,DEN,31.6,0.45899999999999996,0.0,0.2,0.14300000000000002,5.9,12.8,0.46299999999999997,3.7,6.8,0.541,3.0,7.3,4.9,1.5,0.4,4.2,4.2,0.489,0.012,0.526,9.6,24.6,22.7,2.2,0.6,20.7,25.0,-0.7,1.7,-0.6,1.5,1980
233,George McGinnis*,PF,IND,28.0,0.43700000000000006,0.0,0.3,0.125,4.7,10.5,0.446,3.7,6.5,0.575,3.1,5.3,4.0,1.1,0.2,3.3,4.1,0.483,0.026000000000000002,0.599,11.3,20.3,19.1,1.9,0.4,19.6,23.5,0.0,0.9,-0.7,0.2,1980
234,Billy McKinney,PG,KCK,17.5,0.449,0.0,0.1,0.1,2.7,5.9,0.457,1.4,1.8,0.805,0.3,0.9,3.3,0.8,0.1,1.2,1.1,0.502,0.022000000000000002,0.29,1.6,5.5,24.8,2.0,0.2,14.7,18.2,1.1,1.6,-1.4,-1.2,1980
235,Tom McMillen,C,ATL,20.2,0.5,0.0,0.0,0.0,3.6,7.2,0.501,1.5,2.0,0.757,1.3,2.8,1.2,0.7,0.3,1.2,2.4,0.54,0.003,0.28,7.0,15.1,9.0,1.6,0.8,13.0,18.8,1.4,1.5,-0.3,0.4,1980
237,Joe Meriweather,PF,NYK,24.1,0.528,0.0,0.0,0.0,3.9,7.3,0.529,1.2,1.9,0.645,1.9,3.5,1.0,0.6,1.8,1.7,3.7,0.5489999999999999,0.002,0.254,8.4,16.0,5.3,1.1,4.2,17.4,15.8,0.8,1.4,-1.9,0.9,1980
238,Dave Meyers,PF,MIL,27.9,0.48100000000000004,0.0,0.1,0.2,5.0,10.4,0.48200000000000004,2.0,3.1,0.634,1.8,3.9,2.8,0.9,0.5,2.3,2.8,0.509,0.006,0.29600000000000004,7.1,14.7,13.6,1.5,1.0,16.2,20.2,1.0,2.8,-0.8,0.7,1980
239,Mike Mitchell,SF,CLE,34.2,0.523,0.0,0.1,0.0,9.5,18.0,0.525,3.3,4.2,0.787,2.5,4.7,1.1,0.9,0.9,2.1,3.2,0.557,0.004,0.231,7.4,15.2,4.9,1.1,1.5,9.5,24.7,5.9,2.4,1.7,-1.4,1980
